PurchaseID,Producto,Cantidad,PrecioUnitario,Total
1308,Croissant Clásico,6,2.5,15.0
1309,Berlina de Chocolate,11,2.0,22.0
1309,Berlina de Crema,6,2.0,12.0
1309,Galleta de Coco,5,1.2,6.0
1309,Roll de Chocolate,1,2.5,2.5
1309,Macaron de Frambuesa,4,1.5,6.0
1309,Tarta de Café,1,16.0,16.0
1309,Tarta Red Velvet,10,20.0,200.0
1310,Cheesecake Clásico,11,20.0,220.0
1311,Eclair de Vainilla,5,3.5,17.5
1311,Pan de Chocolate,5,2.0,10.0
1311,Tarta Red Velvet,5,20.0,100.0
1311,Galleta de Jengibre,9,1.5,13.5
1311,Cheesecake Clásico,4,20.0,80.0
1311,Tarta de Frutas,6,18.0,108.0
1312,Croissant de Almendras,5,3.5,17.5
1312,Eclair de Chocolate,3,3.5,10.5
1312,Tarta de Limón,12,15.0,180.0
1312,Croissant de Chocolate,3,3.0,9.0
1313,Galleta de Coco,10,1.2,12.0
1313,Donut Glaseado,3,1.5,4.5
1314,Strudel de Manzana,3,3.5,10.5
1314,Palmera Natural,10,2.0,20.0
1315,Eclair de Vainilla,8,3.5,28.0
1316,Galleta de Mantequilla,1,1.0,1.0
1316,Tarta de Frutas,8,18.0,144.0
1316,Cheesecake de Oreo,7,22.0,154.0
1316,Donut Glaseado,8,1.5,12.0
1316,Berlina de Chocolate,5,2.0,10.0
1316,Mini Tarta de Frutas,6,5.0,30.0
1316,Palmera Natural,10,2.0,20.0
1316,Macaron de Chocolate,12,1.5,18.0
1317,Tarta Red Velvet,4,20.0,80.0
1318,Bombón de Chocolate,9,0.8,7.2
1318,Pan de Leche,10,1.0,10.0
1318,Muffin de Chocolate,4,2.5,10.0
1319,Berlina de Chocolate,4,2.0,8.0
1319,Tarta de Manzana,4,15.0,60.0
1319,Muffin de Plátano,12,2.5,30.0
1319,Galleta de Avena,12,1.0,12.0
1319,Galleta de Chocolate,11,1.0,11.0
1319,Palmera de Chocolate,8,2.5,20.0
1319,Tarta Red Velvet,10,20.0,200.0
1319,Macaron de Chocolate,6,1.5,9.0
1320,Strudel de Manzana,11,3.5,38.5
1320,Palmera Natural,3,2.0,6.0
1320,Cheesecake de Fresa,2,22.0,44.0
1321,Strudel de Manzana,3,3.5,10.5
1321,Galleta de Mantequilla,12,1.0,12.0
1321,Donut de Chocolate,11,1.5,16.5
1321,Pan de Leche,8,1.0,8.0
1321,Napolitana de Crema,4,2.5,10.0
1321,Napolitana de Chocolate,7,2.5,17.5
1321,Croissant de Chocolate,2,3.0,6.0
1322,Donut Relleno,8,2.0,16.0
1322,Macaron de Frambuesa,6,1.5,9.0
1322,Muffin de Chocolate,9,2.5,22.5
1323,Tarta de Frutas,9,18.0,162.0
1324,Tarta de Café,1,16.0,16.0
1324,Berlina de Crema,7,2.0,14.0
1324,Muffin de Plátano,11,2.5,27.5
1324,Roll de Chocolate,10,2.5,25.0
1324,Tarta de Limón,5,15.0,75.0
1324,Macaron de Chocolate,1,1.5,1.5
1325,Napolitana de Chocolate,12,2.5,30.0
1325,Macaron de Chocolate,2,1.5,3.0
1326,Croissant de Almendras,5,3.5,17.5
1326,Eclair de Chocolate,7,3.5,24.5
1326,Palmera Natural,4,2.0,8.0
1326,Donut Glaseado,12,1.5,18.0
1327,Roll de Canela,4,2.5,10.0
1327,Galleta de Avena,6,1.0,6.0
1327,Galleta de Almendra,11,1.2,13.2
1327,Galleta de Mantequilla,10,1.0,10.0
1328,Galleta de Coco,11,1.2,13.2
1328,Eclair de Vainilla,1,3.5,3.5
1328,Croissant Clásico,4,2.5,10.0
1328,Muffin de Chocolate,4,2.5,10.0
1328,Palmera Natural,4,2.0,8.0
1329,Croissant Clásico,12,2.5,30.0
1329,Galleta de Mantequilla,6,1.0,6.0
1329,Brownie,6,3.0,18.0
1329,Donut Relleno,4,2.0,8.0
1330,Macaron de Chocolate,6,1.5,9.0
1330,Tarta de Café,10,16.0,160.0
1330,Muffin de Arándanos,10,2.5,25.0
1330,Donut de Chocolate,12,1.5,18.0
1330,Donut Relleno,8,2.0,16.0
1330,Galleta de Almendra,5,1.2,6.0
1331,Mini Tarta de Frutas,8,5.0,40.0
1331,Berlina de Chocolate,3,2.0,6.0
1331,Muffin de Chocolate,4,2.5,10.0
1331,Brownie,8,3.0,24.0
1331,Eclair de Vainilla,9,3.5,31.5
1331,Muffin de Plátano,9,2.5,22.5
1331,Tarta de Café,9,16.0,144.0
1331,Roll de Canela,4,2.5,10.0
1332,Galleta de Avena,6,1.0,6.0
1332,Bretzel Dulce,12,2.0,24.0
1332,Rosquilla de Anís,5,1.0,5.0
1332,Macaron de Pistacho,12,1.5,18.0
1332,Cheesecake Clásico,1,20.0,20.0
1333,Bretzel Dulce,11,2.0,22.0
1333,Tarta de Frutas,12,18.0,216.0
1333,Tarta de Limón,6,15.0,90.0
1333,Tarta de Chocolate,2,16.0,32.0
1333,Macaron de Frambuesa,9,1.5,13.5
1334,Macaron de Pistacho,8,1.5,12.0
1334,Cheesecake de Oreo,8,22.0,176.0
1334,Galleta de Mantequilla,11,1.0,11.0
1334,Croissant de Almendras,12,3.5,42.0
1335,Brownie,1,3.0,3.0
1335,Galleta de Chocolate,9,1.0,9.0
1335,Macaron de Chocolate,6,1.5,9.0
1335,Strudel de Manzana,3,3.5,10.5
1335,Roll de Canela,6,2.5,15.0
1336,Croissant de Almendras,9,3.5,31.5
1337,Macaron de Pistacho,10,1.5,15.0
1337,Muffin de Chocolate,6,2.5,15.0
1337,Tarta Red Velvet,8,20.0,160.0
1337,Macaron de Vainilla,3,1.5,4.5
1338,Cheesecake de Fresa,4,22.0,88.0
1338,Macaron de Frambuesa,6,1.5,9.0
1339,Roll de Chocolate,11,2.5,27.5
1339,Macaron de Vainilla,9,1.5,13.5
1339,Bombón de Chocolate,8,0.8,6.4
1339,Muffin de Chocolate,6,2.5,15.0
1339,Tarta de Café,11,16.0,176.0
1339,Palmera de Chocolate,11,2.5,27.5
1339,Croissant Clásico,2,2.5,5.0
1339,Napolitana de Chocolate,1,2.5,2.5
1340,Magdalena de Chocolate,2,1.2,2.4
1340,Macaron de Vainilla,4,1.5,6.0
1341,Galleta de Almendra,8,1.2,9.6
1341,Brownie,8,3.0,24.0
1341,Macaron de Frambuesa,6,1.5,9.0
1342,Tarta de Frutas,6,18.0,108.0
1342,Croissant Clásico,4,2.5,10.0
1342,Eclair de Vainilla,7,3.5,24.5
1342,Donut Glaseado,10,1.5,15.0
1343,Donut Relleno,11,2.0,22.0
1344,Profiterol,10,1.5,15.0
1345,Tarta de Manzana,3,15.0,45.0
1345,Magdalena de Chocolate,5,1.2,6.0
1345,Cheesecake de Fresa,5,22.0,110.0
1345,Muffin de Arándanos,10,2.5,25.0
1345,Croissant de Almendras,4,3.5,14.0
1345,Berlina de Chocolate,1,2.0,2.0
1345,Macaron de Frambuesa,6,1.5,9.0
1345,Berlina de Crema,2,2.0,4.0
1346,Berlina de Crema,9,2.0,18.0
1346,Mini Tarta de Frutas,11,5.0,55.0
1346,Brownie,5,3.0,15.0
1346,Galleta de Avena,8,1.0,8.0
1346,Pan de Leche,4,1.0,4.0
1347,Tarta de Limón,3,15.0,45.0
1347,Berlina de Crema,3,2.0,6.0
1347,Muffin de Plátano,9,2.5,22.5
1347,Galleta de Mantequilla,12,1.0,12.0
1347,Tarta de Manzana,5,15.0,75.0
1348,Muffin de Arándanos,3,2.5,7.5
1348,Galleta de Avena,2,1.0,2.0
1349,Palmera Natural,1,2.0,2.0
1349,Pan de Chocolate,3,2.0,6.0
1349,Galleta de Coco,6,1.2,7.2
1349,Tarta Red Velvet,12,20.0,240.0
1350,Magdalena de Chocolate,1,1.2,1.2
1350,Tarta de Chocolate,10,16.0,160.0
1350,Croissant de Almendras,11,3.5,38.5
1350,Croissant Clásico,5,2.5,12.5
1350,Macaron de Pistacho,6,1.5,9.0
1350,Cheesecake de Fresa,11,22.0,242.0
1351,Galleta de Jengibre,9,1.5,13.5
1352,Tarta de Café,3,16.0,48.0
1352,Mini Tarta de Frutas,5,5.0,25.0
1352,Cheesecake de Fresa,1,22.0,22.0
1352,Bombón de Chocolate,12,0.8,9.6
1352,Tarta de Frutas,12,18.0,216.0
1352,Berlina de Crema,2,2.0,4.0
1352,Napolitana de Chocolate,12,2.5,30.0
1353,Tarta de Manzana,8,15.0,120.0
1353,Palmera Natural,2,2.0,4.0
1353,Napolitana de Chocolate,4,2.5,10.0
1354,Palmera de Chocolate,9,2.5,22.5
1354,Croissant de Chocolate,10,3.0,30.0
1354,Muffin de Chocolate,2,2.5,5.0
1354,Donut de Chocolate,12,1.5,18.0
1354,Magdalena de Chocolate,12,1.2,14.4
1354,Macaron de Vainilla,5,1.5,7.5
1355,Berlina de Chocolate,9,2.0,18.0
1355,Macaron de Vainilla,7,1.5,10.5
1355,Profiterol,6,1.5,9.0
1355,Donut Relleno,9,2.0,18.0
1355,Napolitana de Chocolate,11,2.5,27.5
1355,Palmera de Chocolate,11,2.5,27.5
1355,Pan de Leche,8,1.0,8.0
1356,Tarta de Manzana,9,15.0,135.0
1356,Magdalena de Chocolate,4,1.2,4.8
1356,Palmera de Chocolate,4,2.5,10.0
1357,Napolitana de Crema,8,2.5,20.0
1357,Palmera de Chocolate,8,2.5,20.0
1357,Bombón de Chocolate,9,0.8,7.2
1357,Galleta de Mantequilla,10,1.0,10.0
1357,Galleta de Avena,5,1.0,5.0
1357,Eclair de Vainilla,5,3.5,17.5
1357,Croissant de Almendras,10,3.5,35.0
1357,Brownie,9,3.0,27.0
1358,Eclair de Chocolate,7,3.5,24.5
1358,Galleta de Mantequilla,7,1.0,7.0
1358,Tarta de Chocolate,8,16.0,128.0
1358,Berlina de Crema,2,2.0,4.0
1359,Profiterol,4,1.5,6.0
1359,Croissant de Chocolate,1,3.0,3.0
1359,Magdalena de Chocolate,6,1.2,7.2
1359,Pan de Chocolate,4,2.0,8.0
1359,Macaron de Frambuesa,4,1.5,6.0
1360,Roll de Canela,6,2.5,15.0
1360,Pan de Leche,12,1.0,12.0
1360,Strudel de Manzana,12,3.5,42.0
1360,Galleta de Mantequilla,10,1.0,10.0
1360,Berlina de Chocolate,3,2.0,6.0
1360,Macaron de Vainilla,1,1.5,1.5
1360,Magdalena Clásica,5,1.0,5.0
1360,Palmera de Chocolate,9,2.5,22.5
1361,Donut Relleno,10,2.0,20.0
1361,Galleta de Avena,2,1.0,2.0
1361,Profiterol,7,1.5,10.5
1361,Muffin de Chocolate,10,2.5,25.0
1361,Tarta Red Velvet,9,20.0,180.0
1361,Galleta de Coco,5,1.2,6.0
1361,Magdalena de Chocolate,3,1.2,3.6
1362,Tarta de Frutas,4,18.0,72.0
1362,Mini Tarta de Frutas,1,5.0,5.0
1362,Croissant de Almendras,10,3.5,35.0
1362,Napolitana de Crema,8,2.5,20.0
1362,Profiterol,7,1.5,10.5
1362,Donut Glaseado,12,1.5,18.0
1362,Roll de Canela,9,2.5,22.5
1362,Galleta de Almendra,2,1.2,2.4
1363,Cheesecake de Oreo,4,22.0,88.0
1363,Tarta de Chocolate,3,16.0,48.0
1363,Berlina de Crema,8,2.0,16.0
1363,Galleta de Avena,2,1.0,2.0
1363,Bombón de Chocolate,6,0.8,4.8
1364,Donut de Chocolate,1,1.5,1.5
1364,Napolitana de Chocolate,9,2.5,22.5
1364,Galleta de Avena,4,1.0,4.0
1364,Muffin de Arándanos,5,2.5,12.5
1364,Roll de Canela,8,2.5,20.0
1364,Croissant de Almendras,9,3.5,31.5
1365,Croissant Clásico,3,2.5,7.5
1366,Eclair de Chocolate,6,3.5,21.0
1366,Macaron de Pistacho,5,1.5,7.5
1366,Roll de Chocolate,10,2.5,25.0
1366,Galleta de Avena,3,1.0,3.0
1366,Cheesecake de Fresa,10,22.0,220.0
1366,Palmera Natural,11,2.0,22.0
1367,Berlina de Crema,7,2.0,14.0
1367,Roll de Chocolate,3,2.5,7.5
1367,Galleta de Mantequilla,1,1.0,1.0
1367,Mini Tarta de Frutas,1,5.0,5.0
1367,Pan de Leche,10,1.0,10.0
1367,Palmera de Chocolate,5,2.5,12.5
1368,Cheesecake de Fresa,2,22.0,44.0
1368,Tarta Red Velvet,8,20.0,160.0
1368,Donut Glaseado,12,1.5,18.0
1368,Berlina de Chocolate,11,2.0,22.0
1369,Galleta de Almendra,9,1.2,10.8
1369,Palmera Natural,12,2.0,24.0
1369,Galleta de Mantequilla,5,1.0,5.0
1369,Muffin de Plátano,2,2.5,5.0
1370,Rosquilla de Anís,8,1.0,8.0
1370,Magdalena de Chocolate,1,1.2,1.2
1370,Galleta de Almendra,6,1.2,7.2
1370,Mini Tarta de Frutas,2,5.0,10.0
1370,Galleta de Mantequilla,10,1.0,10.0
1370,Croissant de Chocolate,3,3.0,9.0
1370,Tarta de Frutas,8,18.0,144.0
1371,Eclair de Chocolate,11,3.5,38.5
1372,Tarta Red Velvet,12,20.0,240.0
1373,Muffin de Chocolate,9,2.5,22.5
1373,Eclair de Chocolate,4,3.5,14.0
1373,Donut Relleno,4,2.0,8.0
1374,Brownie,8,3.0,24.0
1374,Napolitana de Chocolate,8,2.5,20.0
1374,Bombón de Chocolate,3,0.8,2.4
1374,Muffin de Chocolate,5,2.5,12.5
1374,Macaron de Pistacho,7,1.5,10.5
1374,Palmera de Chocolate,1,2.5,2.5
1374,Berlina de Chocolate,3,2.0,6.0
1374,Pan de Leche,8,1.0,8.0
1375,Macaron de Vainilla,9,1.5,13.5
1375,Galleta de Mantequilla,2,1.0,2.0
1375,Pan de Chocolate,12,2.0,24.0
1376,Galleta de Almendra,6,1.2,7.2
1377,Pan de Leche,4,1.0,4.0
1377,Brownie,4,3.0,12.0
1377,Palmera de Chocolate,1,2.5,2.5
1377,Macaron de Frambuesa,1,1.5,1.5
1378,Galleta de Almendra,7,1.2,8.4
1378,Galleta de Mantequilla,11,1.0,11.0
1378,Palmera Natural,12,2.0,24.0
1378,Galleta de Avena,10,1.0,10.0
1379,Macaron de Vainilla,11,1.5,16.5
1380,Cheesecake de Fresa,10,22.0,220.0
1380,Tarta de Manzana,3,15.0,45.0
1380,Pan de Leche,5,1.0,5.0
1380,Magdalena de Chocolate,10,1.2,12.0
1380,Napolitana de Chocolate,10,2.5,25.0
1380,Strudel de Manzana,1,3.5,3.5
1381,Cheesecake Clásico,7,20.0,140.0
1381,Donut Glaseado,2,1.5,3.0
1381,Galleta de Mantequilla,5,1.0,5.0
1381,Galleta de Chocolate,6,1.0,6.0
1381,Magdalena Clásica,1,1.0,1.0
1382,Macaron de Frambuesa,1,1.5,1.5
1382,Donut Relleno,8,2.0,16.0
1382,Napolitana de Crema,1,2.5,2.5
1383,Macaron de Frambuesa,3,1.5,4.5
1383,Cheesecake de Oreo,6,22.0,132.0
1383,Muffin de Chocolate,8,2.5,20.0
1384,Tarta de Chocolate,2,16.0,32.0
1384,Muffin de Chocolate,2,2.5,5.0
1384,Roll de Chocolate,5,2.5,12.5
1384,Donut Glaseado,3,1.5,4.5
1384,Tarta de Limón,11,15.0,165.0
1384,Tarta de Café,5,16.0,80.0
1384,Cheesecake de Oreo,11,22.0,242.0
1385,Napolitana de Chocolate,11,2.5,27.5
1385,Croissant de Chocolate,2,3.0,6.0
1385,Cheesecake de Fresa,11,22.0,242.0
1385,Donut Relleno,9,2.0,18.0
1386,Muffin de Chocolate,10,2.5,25.0
1387,Napolitana de Crema,7,2.5,17.5
1387,Galleta de Mantequilla,1,1.0,1.0
1387,Donut de Chocolate,4,1.5,6.0
1387,Tarta de Manzana,9,15.0,135.0
1387,Bombón de Chocolate,10,0.8,8.0
1387,Magdalena Clásica,7,1.0,7.0
1388,Galleta de Coco,6,1.2,7.2
1388,Macaron de Pistacho,4,1.5,6.0
1388,Profiterol,8,1.5,12.0
1388,Berlina de Crema,8,2.0,16.0
1389,Tarta de Limón,9,15.0,135.0
1389,Tiramisú Individual,12,4.5,54.0
1389,Croissant Clásico,1,2.5,2.5
1389,Profiterol,10,1.5,15.0
1389,Magdalena de Chocolate,5,1.2,6.0
1389,Galleta de Chocolate,12,1.0,12.0
1389,Croissant de Chocolate,7,3.0,21.0
1390,Cheesecake Clásico,2,20.0,40.0
1390,Napolitana de Crema,11,2.5,27.5
1390,Galleta de Chocolate,2,1.0,2.0
1390,Berlina de Crema,1,2.0,2.0
1391,Tarta de Café,3,16.0,48.0
1391,Croissant de Almendras,10,3.5,35.0
1391,Palmera Natural,6,2.0,12.0
1391,Galleta de Almendra,9,1.2,10.8
1392,Eclair de Chocolate,8,3.5,28.0
1392,Strudel de Manzana,2,3.5,7.0
1392,Muffin de Plátano,7,2.5,17.5
1392,Tarta Red Velvet,5,20.0,100.0
1392,Berlina de Crema,9,2.0,18.0
1392,Berlina de Chocolate,8,2.0,16.0
1392,Muffin de Arándanos,7,2.5,17.5
1392,Palmera de Chocolate,8,2.5,20.0
1393,Galleta de Avena,12,1.0,12.0
1393,Palmera de Chocolate,2,2.5,5.0
1393,Galleta de Mantequilla,1,1.0,1.0
1394,Roll de Chocolate,8,2.5,20.0
1394,Tarta Red Velvet,6,20.0,120.0
1394,Magdalena de Chocolate,12,1.2,14.4
1395,Galleta de Avena,1,1.0,1.0
1395,Cheesecake Clásico,12,20.0,240.0
1395,Tarta de Chocolate,1,16.0,16.0
1395,Donut Relleno,6,2.0,12.0
1395,Macaron de Chocolate,1,1.5,1.5
1395,Croissant Clásico,11,2.5,27.5
1396,Tiramisú Individual,7,4.5,31.5
1396,Donut de Chocolate,5,1.5,7.5
1396,Napolitana de Chocolate,9,2.5,22.5
1396,Croissant de Almendras,2,3.5,7.0
1396,Croissant Clásico,7,2.5,17.5
1396,Palmera Natural,5,2.0,10.0
1396,Galleta de Coco,10,1.2,12.0
1397,Magdalena de Chocolate,5,1.2,6.0
1397,Tarta Red Velvet,10,20.0,200.0
1398,Napolitana de Chocolate,7,2.5,17.5
1398,Napolitana de Crema,7,2.5,17.5
1398,Tarta de Frutas,12,18.0,216.0
1399,Tarta de Frutas,8,18.0,144.0
1399,Donut Glaseado,7,1.5,10.5
1399,Palmera Natural,10,2.0,20.0
1399,Berlina de Chocolate,12,2.0,24.0
1400,Magdalena Clásica,2,1.0,2.0
1400,Galleta de Chocolate,4,1.0,4.0
1401,Muffin de Arándanos,1,2.5,2.5
1401,Pan de Chocolate,11,2.0,22.0
1401,Palmera de Chocolate,12,2.5,30.0
1401,Tarta Red Velvet,1,20.0,20.0
1402,Pan de Chocolate,1,2.0,2.0
1402,Croissant de Almendras,10,3.5,35.0
1402,Magdalena de Chocolate,6,1.2,7.2
1403,Galleta de Chocolate,3,1.0,3.0
1404,Tarta de Chocolate,12,16.0,192.0
1404,Galleta de Coco,1,1.2,1.2
1404,Galleta de Almendra,6,1.2,7.2
1404,Macaron de Frambuesa,12,1.5,18.0
1404,Mini Tarta de Frutas,3,5.0,15.0
1404,Muffin de Arándanos,12,2.5,30.0
1404,Pan de Chocolate,3,2.0,6.0
1405,Galleta de Avena,10,1.0,10.0
1406,Galleta de Chocolate,1,1.0,1.0
1406,Tarta de Chocolate,2,16.0,32.0
1407,Mini Tarta de Frutas,12,5.0,60.0
1407,Muffin de Plátano,10,2.5,25.0
1407,Donut Relleno,2,2.0,4.0
1407,Tarta de Limón,4,15.0,60.0
1407,Macaron de Vainilla,5,1.5,7.5
1407,Muffin de Arándanos,8,2.5,20.0
1407,Palmera de Chocolate,10,2.5,25.0
1407,Galleta de Chocolate,5,1.0,5.0
1408,Galleta de Chocolate,5,1.0,5.0
1408,Cheesecake de Oreo,5,22.0,110.0
1409,Cheesecake de Oreo,5,22.0,110.0
1409,Cheesecake de Fresa,1,22.0,22.0
1409,Mini Tarta de Frutas,8,5.0,40.0
1409,Roll de Chocolate,3,2.5,7.5
1409,Roll de Canela,10,2.5,25.0
1410,Donut de Chocolate,11,1.5,16.5
1410,Croissant de Chocolate,4,3.0,12.0
1410,Mini Tarta de Frutas,7,5.0,35.0
1410,Muffin de Plátano,4,2.5,10.0
1411,Galleta de Coco,3,1.2,3.6
1412,Muffin de Plátano,6,2.5,15.0
1412,Roll de Canela,6,2.5,15.0
1412,Macaron de Pistacho,8,1.5,12.0
1412,Galleta de Mantequilla,8,1.0,8.0
1412,Tarta de Chocolate,2,16.0,32.0
1412,Tarta de Frutas,6,18.0,108.0
1412,Cheesecake Clásico,5,20.0,100.0
1412,Muffin de Chocolate,7,2.5,17.5
1413,Cheesecake Clásico,7,20.0,140.0
1414,Berlina de Chocolate,12,2.0,24.0
1414,Cheesecake Clásico,6,20.0,120.0
1414,Tarta Red Velvet,3,20.0,60.0
1415,Croissant de Chocolate,5,3.0,15.0
1415,Cheesecake de Oreo,1,22.0,22.0
1415,Berlina de Crema,8,2.0,16.0
1415,Eclair de Chocolate,7,3.5,24.5
1415,Macaron de Chocolate,6,1.5,9.0
1415,Croissant de Almendras,9,3.5,31.5
1415,Roll de Canela,12,2.5,30.0
1415,Macaron de Frambuesa,3,1.5,4.5
1416,Rosquilla de Anís,10,1.0,10.0
1416,Napolitana de Crema,12,2.5,30.0
1417,Tarta de Café,11,16.0,176.0
1418,Napolitana de Chocolate,6,2.5,15.0
1418,Roll de Canela,1,2.5,2.5
1418,Bombón de Chocolate,8,0.8,6.4
1418,Muffin de Chocolate,6,2.5,15.0
1418,Croissant de Chocolate,4,3.0,12.0
1418,Galleta de Mantequilla,8,1.0,8.0
1418,Palmera de Chocolate,2,2.5,5.0
1419,Brownie,2,3.0,6.0
1419,Profiterol,8,1.5,12.0
1419,Tarta de Frutas,12,18.0,216.0
1419,Macaron de Vainilla,3,1.5,4.5
1419,Galleta de Jengibre,2,1.5,3.0
1420,Roll de Canela,10,2.5,25.0
1420,Muffin de Chocolate,11,2.5,27.5
1420,Galleta de Avena,10,1.0,10.0
1420,Galleta de Mantequilla,4,1.0,4.0
1421,Eclair de Vainilla,2,3.5,7.0
1421,Pan de Leche,4,1.0,4.0
1421,Muffin de Plátano,11,2.5,27.5
1422,Tiramisú Individual,10,4.5,45.0
1422,Eclair de Vainilla,9,3.5,31.5
1422,Macaron de Vainilla,4,1.5,6.0
1422,Galleta de Mantequilla,7,1.0,7.0
1422,Croissant de Almendras,6,3.5,21.0
1422,Cheesecake de Oreo,5,22.0,110.0
1422,Pan de Leche,7,1.0,7.0
1423,Muffin de Arándanos,8,2.5,20.0
1423,Galleta de Coco,7,1.2,8.4
1423,Roll de Chocolate,3,2.5,7.5
1423,Galleta de Chocolate,12,1.0,12.0
1423,Strudel de Manzana,8,3.5,28.0
1424,Croissant de Almendras,7,3.5,24.5
1424,Roll de Chocolate,1,2.5,2.5
1424,Bretzel Dulce,3,2.0,6.0
1424,Magdalena de Chocolate,11,1.2,13.2
1424,Tarta de Frutas,8,18.0,144.0
1425,Donut de Chocolate,9,1.5,13.5
1426,Palmera de Chocolate,7,2.5,17.5
1426,Tarta Red Velvet,5,20.0,100.0
1426,Tarta de Chocolate,5,16.0,80.0
1426,Napolitana de Crema,1,2.5,2.5
1426,Profiterol,7,1.5,10.5
1427,Croissant de Chocolate,4,3.0,12.0
1427,Macaron de Pistacho,5,1.5,7.5
1428,Eclair de Chocolate,7,3.5,24.5
1428,Macaron de Chocolate,12,1.5,18.0
1429,Muffin de Chocolate,4,2.5,10.0
1429,Macaron de Pistacho,5,1.5,7.5
1429,Donut Relleno,1,2.0,2.0
1429,Napolitana de Chocolate,5,2.5,12.5
1429,Muffin de Plátano,6,2.5,15.0
1429,Tarta de Manzana,12,15.0,180.0
1429,Galleta de Mantequilla,8,1.0,8.0
1430,Tarta de Café,6,16.0,96.0
1431,Galleta de Avena,9,1.0,9.0
1432,Cheesecake de Oreo,12,22.0,264.0
1432,Muffin de Arándanos,8,2.5,20.0
1432,Roll de Chocolate,12,2.5,30.0
1433,Tarta de Chocolate,10,16.0,160.0
1433,Tiramisú Individual,4,4.5,18.0
1433,Tarta de Café,11,16.0,176.0
1433,Napolitana de Chocolate,9,2.5,22.5
1434,Napolitana de Crema,7,2.5,17.5
1434,Galleta de Mantequilla,9,1.0,9.0
1434,Tarta de Manzana,3,15.0,45.0
1434,Macaron de Vainilla,4,1.5,6.0
1434,Palmera de Chocolate,11,2.5,27.5
1435,Croissant de Chocolate,11,3.0,33.0
1435,Tiramisú Individual,4,4.5,18.0
1435,Strudel de Manzana,3,3.5,10.5
1435,Cheesecake Clásico,11,20.0,220.0
1436,Napolitana de Crema,1,2.5,2.5
1437,Napolitana de Chocolate,7,2.5,17.5
1437,Galleta de Avena,4,1.0,4.0
1437,Donut Relleno,6,2.0,12.0
1437,Muffin de Chocolate,8,2.5,20.0
1438,Tarta de Chocolate,11,16.0,176.0
1438,Cheesecake de Fresa,4,22.0,88.0
1438,Tiramisú Individual,6,4.5,27.0
1438,Tarta Red Velvet,10,20.0,200.0
1438,Tarta de Limón,8,15.0,120.0
1438,Tarta de Manzana,11,15.0,165.0
1438,Napolitana de Chocolate,2,2.5,5.0
1439,Cheesecake Clásico,5,20.0,100.0
1439,Muffin de Arándanos,11,2.5,27.5
1439,Macaron de Pistacho,5,1.5,7.5
1440,Tarta de Chocolate,4,16.0,64.0
1440,Muffin de Plátano,2,2.5,5.0
1440,Muffin de Chocolate,12,2.5,30.0
1440,Palmera Natural,2,2.0,4.0
1440,Donut de Chocolate,9,1.5,13.5
1441,Cheesecake Clásico,9,20.0,180.0
1441,Palmera Natural,4,2.0,8.0
1441,Palmera de Chocolate,3,2.5,7.5
1441,Macaron de Frambuesa,5,1.5,7.5
1442,Donut de Chocolate,7,1.5,10.5
1442,Magdalena de Chocolate,6,1.2,7.2
1442,Tiramisú Individual,3,4.5,13.5
1442,Cheesecake de Fresa,12,22.0,264.0
1442,Eclair de Vainilla,6,3.5,21.0
1443,Galleta de Avena,4,1.0,4.0
1443,Macaron de Vainilla,10,1.5,15.0
1443,Tarta de Frutas,6,18.0,108.0
1444,Galleta de Mantequilla,9,1.0,9.0
1444,Macaron de Frambuesa,10,1.5,15.0
1444,Tarta de Chocolate,6,16.0,96.0
1445,Magdalena Clásica,5,1.0,5.0
1446,Cheesecake Clásico,12,20.0,240.0
1446,Galleta de Jengibre,2,1.5,3.0
1446,Galleta de Mantequilla,7,1.0,7.0
1446,Muffin de Arándanos,11,2.5,27.5
1446,Croissant Clásico,5,2.5,12.5
1446,Palmera Natural,10,2.0,20.0
1447,Eclair de Vainilla,11,3.5,38.5
1447,Macaron de Chocolate,4,1.5,6.0
1447,Napolitana de Chocolate,9,2.5,22.5
1447,Tiramisú Individual,6,4.5,27.0
1447,Cheesecake de Fresa,8,22.0,176.0
1448,Strudel de Manzana,1,3.5,3.5
1449,Galleta de Jengibre,12,1.5,18.0
1449,Tarta Red Velvet,11,20.0,220.0
1449,Palmera Natural,1,2.0,2.0
1449,Bombón de Chocolate,11,0.8,8.8
1449,Berlina de Chocolate,5,2.0,10.0
1449,Cheesecake de Oreo,7,22.0,154.0
1449,Tarta de Café,5,16.0,80.0
1450,Galleta de Jengibre,3,1.5,4.5
1450,Macaron de Chocolate,3,1.5,4.5
1451,Pan de Chocolate,3,2.0,6.0
1451,Berlina de Crema,7,2.0,14.0
1451,Magdalena Clásica,5,1.0,5.0
1451,Cheesecake de Oreo,12,22.0,264.0
1451,Croissant de Almendras,3,3.5,10.5
1451,Muffin de Arándanos,8,2.5,20.0
1451,Galleta de Almendra,5,1.2,6.0
1452,Eclair de Chocolate,1,3.5,3.5
1452,Napolitana de Chocolate,3,2.5,7.5
1452,Galleta de Chocolate,2,1.0,2.0
1452,Palmera de Chocolate,11,2.5,27.5
1452,Bombón de Chocolate,7,0.8,5.6
1453,Donut de Chocolate,9,1.5,13.5
1453,Roll de Chocolate,8,2.5,20.0
1453,Eclair de Vainilla,10,3.5,35.0
